,AXISBANK,BANKBARODA,HDFCBANK,ICICIBANK,PNB,SBI
173,-1.207689878417398,-1.536734764579166,-0.9556210923530503,-1.552708329696256,-1.7607716191404161,-1.6339106290581753
174,-1.207689878417398,-1.5480146071166783,-0.9551389043644521,-1.5539608857765006,-1.7707937703346792,-1.6498408232274144
175,-1.2065144799325898,-1.5308345392518519,-0.9573891149779098,-1.5530933236481008,-1.7457383923490217,-1.6457546681228892
176,-1.2078857781648658,-1.5218106652218422,-0.9573730420449565,-1.5529013569668781,-1.7502310808154156,-1.6482894657085245
177,-1.2086693771547379,-1.5193811606753012,-0.9579355946983209,-1.5595533736775422,-1.735197854024021,-1.6515993938707358
178,-1.2090122017128067,-1.518513480480108,-0.9580159593630874,-1.5655308555304286,-1.7383081768084474,-1.6558927620996924
179,-1.2100896503238807,-1.5221577372999195,-0.9589481894743769,-1.5698697267618265,-1.7538597907305795,-1.6602880923422583
180,-1.2115588984298908,-1.5386436610085912,-0.9582409804244332,-1.568327629775649,-1.7635363505043509,-1.6640124467533324
181,-1.2107263245031519,-1.5259755301587696,-0.9588196060107509,-1.567460067647249,-1.7514406507871367,-1.6599778208384801
182,-1.2109711991874867,-1.5336111158764705,-0.9588999706755171,-1.5695812464452927,-1.7315691441088565,-1.6612715324090035
183,-1.2114119736192899,-1.5355200123058956,-0.9585463661505452,-1.575269187392246,-1.7332971012113159,-1.6612715324090035
184,-1.2498083241230176,-1.8140453549629278,-1.0354553503319375,-1.8418631810879422,-2.0586714236043715,-1.9463123714646102
185,-1.2097958007026788,-1.535346476266857,-0.9584820744187321,-1.5815362101510653,-1.728804412744922,-1.661995133795906
186,-1.2498083241230176,-1.8140453549629278,-1.0354553503319375,-1.8418631810879422,-2.0586714236043715,-1.9463123714646102
187,-1.2106283746294177,-1.530313931134736,-0.958048105228994,-1.5765228040618897,-1.7232749500170528,-1.6613745907883501
188,-1.2101386252607478,-1.5205959129485718,-0.9567140517938725,-1.5732445222295135,-1.7184366701301672,-1.6550134767780318
189,-1.2099917004501468,-1.521463593143765,-0.9575016255085828,-1.5726665010070469,-1.7094512931973795,-1.6519611945641872
190,-1.2107752994400187,-1.5207694489876105,-0.9596232526584143,-1.5778729343668445,-1.7179182829994295,-1.6574441196185825
191,-1.2109711991874867,-1.5202488408704946,-0.9605876286356103,-1.5800906268001986,-1.7194734443916428,-1.6558927620996924
192,-1.2109711991874867,-1.5202488408704946,-0.9590124812061899,-1.5812477298345315,-1.7199918315223806,-1.6550650059677054
193,-1.2110691490612209,-1.5131338632699098,-0.9623877971263765,-1.5855866010659294,-1.7028850562080349,-1.660599460211774
194,-1.2105304247556838,-1.5058453496302864,-0.9595107421277413,-1.5828863404560198,-1.6925173135932803,-1.6617890170372127
195,-1.2113140237455557,-1.5164310480116443,-0.9600572218481526,-1.583946929855042,-1.707032153253937,-1.6670121034117658
196,-1.2107263245031519,-1.5140015434651029,-0.9601375865129188,-1.5825978601394861,-1.718955057260905,-1.6633919037457763
197,-1.2106283746294177,-1.5120926470356781,-0.9605072639708441,-1.5846214647128194,-1.7046130133104942,-1.6596675493347022
198,-1.2108242743768858,-1.499598052224895,-0.9594143045300216,-1.5818257510569982,-1.6938996792752474,-1.6574441196185825
199,-1.2101876001976148,-1.4845004168285327,-0.9585142202846386,-1.5789335237658662,-1.6838775280809846,-1.6529446346309327
200,-1.2093550262708759,-1.4884917457264215,-0.9563765202018538,-1.5740155707226022,-1.6790392481940988,-1.6493233385992052
201,-1.2074450037330628,-1.4881446736483444,-0.9584177826869191,-1.5777764207315335,-1.6683259141588522,-1.6521168784989453
202,-1.2072491039855948,-1.4904006421558469,-0.9600411489151993,-1.586647190464951,-1.6904437650703292,-1.65253020838207
203,-1.2079837280385999,-1.4872769934531511,-0.9597196902561338,-1.5825978601394861,-1.6959732277981985,-1.6464793658755295
204,-1.2088652769022057,-1.4940448989756585,-0.9584177826869191,-1.5891533632148394,-1.6944180664059851,-1.6481853109634401
205,-1.2498083241230176,-1.8140453549629278,-1.0354553503319375,-1.8418631810879422,-2.0586714236043715,-1.9463123714646102
206,-1.2078857781648658,-1.500639268459127,-0.9579677405642275,-1.583561935903197,-1.6973555934801658,-1.6535125520830773
207,-1.2077388533542648,-1.5015069486543202,-0.9571319480506575,-1.5823083192335532,-1.6919989264625424,-1.6463236819407718
208,-1.2084245024704028,-1.501680484693359,-0.956022915676882,-1.5846214647128194,-1.6918261307522964,-1.6490645962851007
209,-1.2498083241230176,-1.8140453549629278,-1.0354553503319375,-1.8418631810879422,-2.0586714236043715,-1.9463123714646102
210,-1.2066614047431907,-1.5025481648885521,-0.9566658329950127,-1.5860681086530852,-1.6809400010068039,-1.6490645962851007
211,-1.2073960287961958,-1.5157369038554895,-0.9570194375199848,-1.5865506768296402,-1.691134947911313,-1.645857726502236
212,-1.2067593546169249,-1.5247607778854992,-0.9592375022675358,-1.5903104662491723,-1.706686561833445,-1.6493233385992052
213,-1.206808329553792,-1.5292727149005043,-0.9583856368210124,-1.590793034425727,-1.6996019377133627,-1.6504613662349705
214,-1.2065634548694568,-1.5330905077593546,-0.956858708190452,-1.5872252116874181,-1.676965699671148,-1.6570823189251314
215,-1.2059267806901859,-1.5146956876212576,-0.957035510452938,-1.5909850011069502,-1.648627203190818,-1.6531507513896262
216,-1.2066124298063239,-1.5327434356812772,-0.956681905927966,-1.5911780283775718,-1.6655611827949175,-1.6590985355168195
217,-1.2064165300588559,-1.526843210353963,-0.9560550615427885,-1.6082439723972304,-1.6496639774522934,-1.6580646626261386
218,-1.2498083241230176,-1.8140453549629278,-1.0354553503319375,-1.8418631810879422,-2.0586714236043715,-1.9463123714646102
219,-1.2041636829629738,-1.5133073993089485,-0.9542548930520224,-1.6071833829982087,-1.6392962348375388,-1.6550650059677054
220,-1.2043595827104419,-1.5093160704110595,-0.9550263938337793,-1.6089195678444075,-1.6137224697211434,-1.6534094937037307
221,-1.2038208584049048,-1.5087954622939435,-0.9558943322132558,-1.6089195678444075,-1.6221894595231932,-1.6493748677888787
222,-1.2058778057533188,-1.5112249668404847,-0.956440811933667,-1.6082439723972304,-1.6360131163428662,-1.6510303800528534
223,-1.2060247305639198,-1.5119191109966392,-0.9571962397824707,-1.6007233329687673,-1.6313476321662266,-1.6535125520830773
224,-1.2059267806901859,-1.5096631424891367,-0.9564568848666203,-1.6011093875100115,-1.6315204278764726,-1.6510303800528534
